name de_dust2
sky 0.50 0.63 0.77
fog 0.56 0.64 0.73 0.013
light -0.42 -0.86 -0.28
# Generated by the arena map importer from a source map.

# ---- solids ----
box -53.645 0.813 -62.179 3.251 0.813 0.406 0.434 0.603 0.297
box -61.773 -0.000 -65.024 3.251 2.438 26.822 0.434 0.603 0.297
box -52.019 -0.813 -45.110 3.251 1.626 9.347 0.400 0.410 0.430
box -52.019 -0.813 -45.517 3.251 0.813 0.406 0.400 0.410 0.430
box -34.138 -0.000 -66.446 1.626 3.251 1.422 0.400 0.410 0.430
box -34.138 -0.000 -70.714 1.626 3.251 1.626 0.400 0.410 0.430
box -34.138 3.251 -70.714 1.626 1.727 1.626 0.400 0.410 0.430
box 26.010 3.048 -71.526 6.502 0.203 0.406 0.434 0.603 0.297
box 26.010 2.438 -71.526 6.502 0.610 0.406 0.434 0.603 0.297
box -45.517 0.610 -19.507 6.502 0.203 5.690 0.434 0.603 0.297
box -45.517 -0.000 -19.507 6.502 0.610 5.690 0.434 0.603 0.297
box -32.512 -2.845 -29.261 0.406 3.454 3.251 0.434 0.603 0.297
box -32.512 0.610 -29.261 0.406 0.203 3.251 0.434 0.603 0.297
box -34.138 -0.000 -69.088 1.626 2.540 2.642 0.400 0.410 0.430
box -34.138 4.978 -70.714 1.626 0.711 1.626 0.400 0.410 0.430
box 26.924 2.845 -71.120 3.861 0.203 0.305 0.415 0.474 0.466
box -37.084 1.219 -67.158 1.219 1.219 1.219 0.421 0.410 0.503
box 40.945 6.909 -45.618 6.198 0.102 2.337 0.648 0.479 0.608
box -52.629 -0.000 -45.517 0.610 3.251 0.813 0.434 0.603 0.297
box -52.629 3.251 -45.517 0.610 1.626 0.813 0.434 0.603 0.297
box -48.768 -0.000 -45.517 0.610 3.251 0.813 0.400 0.410 0.430
box -48.768 3.251 -45.517 0.610 1.626 0.813 0.434 0.603 0.297
box -32.512 2.032 -34.138 6.502 1.219 0.813 0.434 0.603 0.297
box -26.010 4.064 -32.512 0.406 3.251 6.502 0.400 0.410 0.430
box -32.512 4.064 -33.325 6.502 0.813 0.813 0.434 0.603 0.297
box -2.438 3.251 -29.870 15.443 2.438 10.363 0.434 0.603 0.297
box -2.438 3.251 -19.507 15.443 2.438 1.829 0.434 0.603 0.297
box 22.758 -1.219 -51.206 8.941 1.219 4.877 0.434 0.603 0.297
box -13.818 -4.064 -37.795 0.813 1.016 3.251 0.434 0.603 0.297
box -13.818 -3.048 -37.795 0.813 0.203 3.251 0.434 0.603 0.297
box 45.669 3.251 -21.844 0.914 3.251 1.219 0.434 0.603 0.297
box 45.339 3.150 -22.123 0.914 0.102 1.778 0.434 0.603 0.297
box -3.251 3.251 -29.870 0.813 2.438 12.192 0.434 0.603 0.297
box -34.138 -0.000 -52.832 1.626 5.690 0.813 0.400 0.410 0.430
box -34.138 5.080 -66.523 1.626 0.610 1.499 0.400 0.410 0.430
box -34.138 3.251 -66.446 1.626 1.829 1.422 0.400 0.410 0.430
box 4.518 6.704 -69.963 0.733 2.440 4.609 0.434 0.603 0.297
box 4.151 7.009 -69.963 0.367 1.830 4.609 0.434 0.603 0.297
box 5.251 7.009 -69.963 0.367 1.830 4.609 0.434 0.603 0.297
box 3.785 7.619 -69.963 0.367 0.610 4.609 0.434 0.603 0.297
box 5.618 7.619 -69.963 0.367 0.610 4.609 0.434 0.603 0.297
box 4.518 6.399 -69.579 0.733 0.305 3.841 0.434 0.603 0.297
box 3.785 6.704 -69.579 0.733 0.305 3.841 0.434 0.603 0.297
box 5.251 6.704 -69.579 0.733 0.305 3.841 0.434 0.603 0.297
box 3.418 7.009 -69.579 0.733 0.610 3.841 0.434 0.603 0.297
box 5.618 7.009 -69.579 0.733 0.610 3.841 0.434 0.603 0.297
box 3.051 7.314 -69.579 0.367 1.220 3.841 0.434 0.603 0.297
box 6.351 7.314 -69.579 0.367 1.220 3.841 0.434 0.603 0.297
box 3.418 7.619 -69.579 0.367 1.220 3.841 0.434 0.603 0.297
box 5.985 7.619 -69.579 0.367 1.220 3.841 0.434 0.603 0.297
box 3.785 8.229 -69.579 0.367 0.915 3.841 0.434 0.603 0.297
box 5.618 8.229 -69.579 0.367 0.915 3.841 0.434 0.603 0.297
box 4.151 8.839 -69.579 0.367 0.610 3.841 0.434 0.603 0.297
box 5.251 8.839 -69.579 0.367 0.305 3.841 0.434 0.603 0.297
box 4.518 9.144 -69.579 0.733 0.305 3.841 0.434 0.603 0.297
box 4.518 6.094 -69.195 0.733 0.305 3.073 0.434 0.603 0.297
box 3.418 6.399 -69.195 1.100 0.305 3.073 0.434 0.603 0.297
box 5.251 6.399 -69.195 1.100 0.305 3.073 0.434 0.603 0.297
box 3.418 6.704 -69.195 0.367 0.305 3.073 0.434 0.603 0.297
box 5.985 6.704 -69.195 0.367 0.305 3.073 0.434 0.603 0.297
box 3.051 7.009 -69.195 0.367 0.305 3.073 0.434 0.603 0.297
box 6.351 7.009 -69.195 0.367 0.305 3.073 0.434 0.603 0.297
box 3.051 8.534 -69.195 0.367 0.305 3.073 0.434 0.603 0.297
box 6.351 8.534 -69.195 0.367 0.305 3.073 0.434 0.603 0.297
box 3.418 8.839 -69.195 0.367 0.610 3.073 0.434 0.603 0.297
box 5.985 8.839 -69.195 0.367 0.610 3.073 0.434 0.603 0.297
box 3.785 9.144 -69.195 0.367 0.305 3.073 0.434 0.603 0.297
box 5.251 9.144 -69.195 0.733 0.305 3.073 0.434 0.603 0.297
box 4.518 9.449 -69.195 0.733 0.305 3.073 0.434 0.603 0.297
box 3.785 6.094 -68.811 0.733 0.305 2.305 0.434 0.603 0.297
box 5.251 6.094 -68.811 0.733 0.305 2.305 0.434 0.603 0.297
box 3.051 6.704 -68.811 0.367 0.305 2.305 0.434 0.603 0.297
box 6.351 6.704 -68.811 0.367 0.305 2.305 0.434 0.603 0.297
box 2.685 7.619 -68.811 0.367 0.610 2.305 0.434 0.603 0.297
box 6.718 7.619 -68.811 0.367 0.610 2.305 0.434 0.603 0.297
box 3.051 8.839 -68.811 0.367 0.305 2.305 0.434 0.603 0.297
box 6.351 8.839 -68.811 0.367 0.305 2.305 0.434 0.603 0.297
box 3.785 9.449 -68.811 0.733 0.305 2.305 0.434 0.603 0.297
box 5.251 9.449 -68.811 0.733 0.305 2.305 0.434 0.603 0.297
box 3.051 6.399 -68.427 0.367 0.305 1.536 0.434 0.603 0.297
box 2.685 7.009 -68.427 0.367 0.610 1.536 0.434 0.603 0.297
box 6.718 7.009 -68.427 0.367 0.610 1.536 0.434 0.603 0.297
box 2.685 8.229 -68.427 0.367 0.610 1.536 0.434 0.603 0.297
box 6.718 8.229 -68.427 0.367 0.610 1.536 0.434 0.603 0.297
box 3.051 9.144 -68.427 0.367 0.305 1.536 0.434 0.603 0.297
box 3.418 6.094 -68.043 0.367 0.305 0.768 0.434 0.603 0.297
box 5.985 6.094 -68.043 0.367 0.305 0.768 0.434 0.603 0.297
box 6.351 6.399 -68.043 0.367 0.305 0.768 0.434 0.603 0.297
box 2.685 6.704 -68.043 0.367 0.305 0.768 0.434 0.603 0.297
box 6.718 6.704 -68.043 0.367 0.305 0.768 0.434 0.603 0.297
box 2.685 8.839 -68.043 0.367 0.305 0.768 0.434 0.603 0.297
box 6.718 8.839 -68.043 0.367 0.305 0.768 0.434 0.603 0.297
box 6.351 9.144 -68.043 0.367 0.305 0.768 0.434 0.603 0.297
box 3.418 9.449 -68.043 0.367 0.305 0.768 0.434 0.603 0.297
box 5.985 9.449 -68.043 0.367 0.305 0.768 0.434 0.603 0.297
box 4.151 6.399 -66.122 0.367 0.305 0.384 0.434 0.603 0.297
box -34.138 4.674 -58.522 1.626 1.016 2.438 0.400 0.410 0.430
box -34.138 -0.000 -59.334 1.626 3.251 0.813 0.400 0.410 0.430
box -34.138 3.251 -59.334 1.626 2.438 0.813 0.400 0.410 0.430
box -34.138 -0.000 -53.645 1.626 3.251 0.813 0.400 0.410 0.430
box -34.138 3.251 -53.645 1.626 2.438 0.813 0.400 0.410 0.430
box -34.138 4.674 -56.083 1.626 1.016 2.438 0.400 0.410 0.430
box -41.453 5.690 -41.046 1.626 3.251 0.406 0.400 0.410 0.430
box -47.955 5.690 -41.046 1.626 3.251 0.406 0.400 0.410 0.430
box -34.950 5.690 -41.046 1.626 3.251 0.406 0.400 0.410 0.430
box -54.458 5.690 -41.046 1.626 3.251 0.406 0.400 0.410 0.430
box -36.373 8.331 -29.870 1.219 0.203 1.219 0.277 0.499 0.608
box -36.373 7.315 -28.854 1.219 1.016 0.203 0.277 0.499 0.608
box -36.373 7.315 -29.870 1.219 1.016 0.203 0.277 0.499 0.608
box -35.357 7.315 -29.667 0.203 1.016 0.813 0.277 0.499 0.608
box -36.373 7.315 -29.667 0.203 1.016 0.813 0.277 0.499 0.608
box -29.870 8.331 -29.870 1.219 0.203 1.219 0.434 0.603 0.297
box -29.870 7.315 -28.854 1.219 1.016 0.203 0.434 0.603 0.297
box -29.870 7.315 -29.870 1.219 1.016 0.203 0.434 0.603 0.297
box -28.854 7.315 -29.667 0.203 1.016 0.813 0.277 0.499 0.608
box -29.870 7.315 -29.667 0.203 1.016 0.813 0.434 0.603 0.297
box -42.875 8.331 -29.870 1.219 0.203 1.219 0.277 0.499 0.608
box -42.875 7.315 -28.854 1.219 1.016 0.203 0.277 0.499 0.608
box -42.875 7.315 -29.870 1.219 1.016 0.203 0.277 0.499 0.608
box -41.859 7.315 -29.667 0.203 1.016 0.813 0.277 0.499 0.608
box -42.875 7.315 -29.667 0.203 1.016 0.813 0.277 0.499 0.608
box -49.378 8.331 -29.870 1.219 0.203 1.219 0.277 0.499 0.608
box -49.378 7.315 -28.854 1.219 1.016 0.203 0.277 0.499 0.608
box -49.378 7.315 -29.870 1.219 1.016 0.203 0.277 0.499 0.608
box -48.362 7.315 -29.667 0.203 1.016 0.813 0.277 0.499 0.608
box -49.378 7.315 -29.667 0.203 1.016 0.813 0.277 0.499 0.608
box -26.010 3.048 -36.779 1.219 0.203 1.219 0.277 0.499 0.608
box -26.010 2.032 -35.763 1.219 1.016 0.203 0.277 0.499 0.608
box -26.010 2.032 -36.779 1.219 1.016 0.203 0.277 0.499 0.608
box -24.994 2.032 -36.576 0.203 1.016 0.813 0.277 0.499 0.608
box -26.010 2.032 -36.576 0.203 1.016 0.813 0.277 0.499 0.608
box -19.507 3.048 -36.779 1.219 0.203 1.219 0.277 0.499 0.608
box -19.507 2.032 -35.763 1.219 1.016 0.203 0.277 0.499 0.608
box -19.507 2.032 -36.779 1.219 1.016 0.203 0.277 0.499 0.608
box -18.491 2.032 -36.576 0.203 1.016 0.813 0.277 0.499 0.608
box -19.507 2.032 -36.576 0.203 1.016 0.813 0.277 0.499 0.608
box -46.330 5.690 -19.925 1.626 3.251 0.406 0.400 0.410 0.430
box -39.827 5.690 -19.925 1.626 3.251 0.406 0.400 0.410 0.430
box -13.005 1.422 -42.266 2.438 1.422 1.626 0.400 0.410 0.430
box -13.818 -3.251 -42.266 0.813 3.251 1.626 0.400 0.410 0.430
box -13.818 -0.000 -42.266 0.813 2.845 1.626 0.400 0.410 0.430
box -10.566 1.422 -42.266 2.438 1.422 1.626 0.400 0.410 0.430
box -26.416 -0.000 -52.832 3.251 3.251 0.813 0.400 0.410 0.430
box -26.416 -3.251 -52.832 3.251 3.251 0.813 0.400 0.410 0.430
box -26.416 3.251 -52.832 3.251 2.438 0.813 0.400 0.410 0.430
box -34.950 -0.000 -52.832 0.813 3.251 0.813 0.400 0.410 0.430
box -34.950 -3.251 -52.832 0.813 3.251 0.813 0.559 0.611 0.603
box -34.950 3.251 -52.832 0.813 2.438 0.813 0.400 0.410 0.430
box -34.950 -0.000 -52.019 0.813 3.251 4.877 0.400 0.410 0.430
box -34.950 -3.251 -52.019 0.813 3.251 4.877 0.559 0.611 0.603
box -34.950 3.251 -52.019 0.813 2.438 4.877 0.400 0.410 0.430
box -32.512 -0.000 -52.832 1.219 3.251 0.813 0.559 0.611 0.603
box -32.512 -3.251 -52.832 1.219 3.251 0.813 0.559 0.611 0.603
box -32.512 3.251 -52.832 1.219 2.438 0.813 0.559 0.611 0.603
box -15.850 4.064 -28.448 0.813 1.626 3.251 0.559 0.611 0.603
box -15.850 -0.000 -44.704 0.813 3.251 3.251 0.400 0.410 0.430
box -15.850 -3.251 -44.704 0.813 3.251 3.251 0.400 0.410 0.430
box -15.850 3.251 -44.704 0.813 2.438 3.251 0.400 0.410 0.430
box -15.850 -0.000 -52.019 0.813 3.251 2.438 0.559 0.611 0.603
box -15.850 -3.251 -52.019 0.813 3.251 2.438 0.559 0.611 0.603
box -15.850 3.251 -52.019 0.813 2.438 2.438 0.559 0.611 0.603
box -18.288 3.251 -26.010 2.438 2.438 0.813 0.559 0.611 0.603
box -15.850 2.032 -36.576 0.813 1.219 3.251 0.559 0.611 0.603
box -15.850 3.251 -36.576 0.813 2.438 3.251 0.559 0.611 0.603
box -56.896 7.214 -29.667 7.722 0.102 0.813 0.559 0.611 0.603
box -48.362 7.214 -29.667 5.690 0.102 0.813 0.400 0.410 0.430
box -41.859 7.214 -29.667 5.690 0.102 0.813 0.400 0.410 0.430
box -35.357 7.214 -29.667 5.690 0.102 0.813 0.400 0.410 0.430
box -28.854 7.214 -29.667 2.845 0.102 0.813 0.400 0.410 0.430
box -30.074 1.930 -36.576 4.267 0.102 0.813 0.434 0.603 0.297
box -24.994 1.930 -36.576 5.690 0.102 0.813 0.400 0.410 0.430
box -18.491 1.930 -36.576 4.674 0.102 0.813 0.400 0.410 0.430
box -21.133 -0.000 -6.502 2.438 8.128 3.251 0.434 0.603 0.297
box -21.133 -0.000 -16.256 2.438 8.128 3.251 0.434 0.603 0.297
box -21.133 -0.000 -24.384 2.438 4.877 8.128 0.434 0.603 0.297
box -21.133 4.877 -24.384 2.438 3.251 8.128 0.434 0.603 0.297
box -35.763 -0.000 -24.384 2.438 4.877 2.845 0.434 0.603 0.297
box -35.763 4.877 -24.384 2.438 3.251 2.845 0.434 0.603 0.297
box -33.325 4.877 -3.251 1.626 3.251 7.315 0.400 0.410 0.430
box -24.384 4.877 -24.384 3.251 3.251 28.448 0.400 0.410 0.430
box -33.325 4.877 -24.384 1.626 3.251 12.192 0.400 0.410 0.430
box -33.325 -0.000 -3.251 1.626 3.251 7.315 0.400 0.410 0.430
box -33.325 3.251 -3.251 1.626 1.626 7.315 0.400 0.410 0.430
box -24.384 -0.000 -24.384 3.251 3.251 28.448 0.434 0.603 0.297
box -31.699 -0.000 -24.384 7.315 3.251 28.448 0.400 0.410 0.430
box -24.384 3.251 -24.384 3.251 1.626 28.448 0.400 0.410 0.430
box -31.699 3.251 -24.384 7.315 1.626 28.448 0.400 0.410 0.430
box -33.325 -0.000 -24.384 1.626 3.251 12.192 0.400 0.410 0.430
box -33.325 3.251 -24.384 1.626 1.626 12.192 0.400 0.410 0.430
box -21.133 4.877 -3.251 2.438 3.251 7.315 0.434 0.603 0.297
box -21.133 -0.000 -3.251 2.438 4.877 7.315 0.434 0.603 0.297
box -31.699 4.877 -24.384 7.315 2.438 28.448 0.400 0.410 0.430
box -31.699 7.315 -24.384 7.315 0.813 28.448 0.400 0.410 0.430
box -41.453 2.438 -41.046 1.626 3.251 0.406 0.400 0.410 0.430
box -41.453 -0.000 -41.046 1.626 2.438 0.406 0.400 0.410 0.430
box -35.763 -0.000 -19.914 2.438 4.877 1.219 0.559 0.611 0.603
box -35.763 4.877 -19.914 2.438 3.251 1.219 0.400 0.410 0.430
box -55.270 7.925 23.978 2.642 1.626 5.486 0.434 0.603 0.297
box -55.270 9.550 23.978 4.267 0.610 5.486 0.434 0.603 0.297
box -51.816 7.925 23.978 0.813 1.626 5.486 0.434 0.603 0.297
box -55.270 6.502 23.978 4.267 1.422 5.486 0.434 0.603 0.297
box -55.270 3.251 23.978 4.267 3.251 5.486 0.434 0.603 0.297
box -52.629 4.877 25.400 4.674 2.032 5.690 0.400 0.410 0.430
box -52.629 6.909 25.400 6.909 1.829 5.690 0.400 0.410 0.430
box -52.629 3.658 25.400 6.909 1.219 5.690 0.400 0.410 0.430
box -46.736 4.877 25.400 1.016 2.032 5.690 0.434 0.603 0.297
box -47.955 4.877 25.400 1.219 2.032 5.690 0.400 0.410 0.430
box -52.629 7.925 24.384 0.813 1.626 5.080 0.400 0.410 0.430
box -36.576 8.941 24.790 7.315 0.406 4.877 0.400 0.410 0.430
box -36.576 7.722 24.790 0.813 1.219 4.877 0.400 0.410 0.430
box -36.576 6.502 24.790 5.893 1.219 4.877 0.400 0.410 0.430
box -36.576 3.251 24.790 7.315 3.251 4.877 0.400 0.410 0.430
box -35.357 7.722 24.790 0.610 1.219 4.877 0.434 0.603 0.297
box -34.341 7.722 24.790 5.080 1.219 4.877 0.434 0.603 0.297
box -34.747 7.722 24.994 0.406 1.219 4.674 0.400 0.410 0.430
box -30.277 6.502 24.790 1.016 1.219 4.877 0.400 0.410 0.430
box -30.683 6.502 24.994 0.406 1.219 4.674 0.400 0.410 0.430
box -35.763 7.722 24.994 0.406 1.219 4.674 0.400 0.410 0.430
box -22.758 6.502 24.746 1.422 3.251 4.515 0.400 0.410 0.430
box -20.930 6.502 24.746 2.337 3.251 4.515 0.434 0.603 0.297
box -21.336 7.620 24.746 0.406 2.134 4.515 0.559 0.611 0.603
box -18.593 9.042 24.746 0.813 0.711 4.515 0.559 0.611 0.603
box -17.780 6.502 24.746 0.914 3.251 4.515 0.434 0.603 0.297
box -16.866 7.722 24.746 0.406 2.032 4.515 0.559 0.611 0.603
box -16.459 6.502 24.746 1.016 3.251 4.515 0.434 0.603 0.297
box -22.758 3.251 24.746 7.315 3.251 4.515 0.400 0.410 0.430
box -18.593 6.502 24.746 0.813 1.321 4.515 0.559 0.611 0.603
box -18.593 7.823 25.051 0.813 1.219 4.210 0.559 0.611 0.603
box -16.866 6.502 24.949 0.406 1.219 4.312 0.559 0.611 0.603
box -21.336 6.502 24.746 0.406 0.305 4.515 0.559 0.611 0.603
box -21.336 6.807 24.949 0.406 0.813 4.312 0.559 0.611 0.603
box -45.720 6.096 25.806 32.715 2.438 3.454 0.559 0.611 0.603
box -45.720 3.861 25.806 32.715 2.235 8.331 0.559 0.611 0.603
box -45.720 3.251 25.806 32.715 0.610 8.331 0.434 0.603 0.297
box -57.709 -0.406 -3.048 5.690 3.251 6.299 0.400 0.410 0.430
box -57.709 2.845 2.642 5.690 1.219 0.610 0.434 0.603 0.297
box -57.709 4.064 -3.048 5.690 1.016 6.299 0.434 0.603 0.297
box -57.709 2.845 -3.048 5.690 1.219 4.877 0.434 0.603 0.297
box -57.709 2.845 1.829 5.486 1.219 0.813 0.434 0.603 0.297
box -58.115 1.219 -3.658 6.502 1.626 0.610 0.559 0.611 0.603
box -58.115 1.219 -7.315 6.502 1.626 2.845 0.559 0.611 0.603
box -58.115 -0.406 -7.315 6.502 1.626 4.267 0.559 0.611 0.603
box -58.115 1.219 -4.470 6.502 1.626 0.813 0.559 0.611 0.603
box -58.115 2.845 -7.315 6.502 1.626 4.267 0.434 0.603 0.297
box -58.115 4.470 -7.315 6.502 2.438 4.267 0.434 0.603 0.297
box -57.607 5.080 -2.743 5.283 0.406 5.690 0.434 0.603 0.297
box -56.490 -0.406 -15.850 3.861 2.438 8.534 0.344 0.576 0.526
box -56.490 2.032 -15.850 3.861 2.438 8.534 0.434 0.603 0.297
box -61.773 5.080 -15.850 6.909 1.219 8.534 0.434 0.603 0.297
box -61.773 -1.829 -15.850 6.909 6.909 8.534 0.434 0.603 0.297
box -56.896 2.032 -7.315 3.861 2.438 10.566 0.434 0.603 0.297
box -56.896 -0.406 -7.315 3.861 2.438 10.566 0.344 0.576 0.526
box -57.302 3.251 17.475 2.032 1.626 0.813 0.434 0.603 0.297
box -57.302 4.877 17.475 2.032 3.251 0.813 0.434 0.603 0.297
box -57.302 7.315 18.288 2.032 0.813 4.877 0.434 0.603 0.297
box -57.302 4.877 23.165 2.032 3.251 0.813 0.434 0.603 0.297
box -57.302 3.251 23.165 2.032 1.626 0.813 0.434 0.603 0.297
box -9.754 2.438 -4.064 13.005 1.219 10.566 0.400 0.410 0.430
box -9.754 2.438 -4.877 13.005 1.219 0.813 0.400 0.410 0.430
box -9.754 -0.000 -4.877 13.005 2.438 0.813 0.400 0.410 0.430
box -9.754 -0.000 -4.064 13.005 2.438 10.566 0.400 0.410 0.430
box -8.941 3.658 -4.877 12.192 3.251 11.379 0.400 0.410 0.430
box -9.754 3.658 -4.064 0.813 3.251 10.566 0.400 0.410 0.430
box -9.754 3.658 -4.877 0.813 3.251 0.813 0.400 0.410 0.430
box -9.754 3.251 6.502 13.005 3.251 2.438 0.400 0.410 0.430
box -9.754 -0.000 6.502 13.005 3.251 2.438 0.400 0.410 0.430
box 40.843 4.877 -35.763 9.144 3.251 9.754 0.400 0.410 0.430
box 40.843 9.754 -35.763 9.144 1.626 9.754 0.400 0.410 0.430
box 40.843 8.128 -27.229 9.144 1.626 1.219 0.400 0.410 0.430
box 41.250 8.128 -28.448 8.738 1.626 1.219 0.434 0.603 0.297
box 40.843 3.251 -32.512 9.144 1.626 3.658 0.400 0.410 0.430
box 40.843 3.251 -35.763 9.144 1.626 2.438 0.400 0.410 0.430
box 40.843 3.251 -28.854 9.144 1.626 0.813 0.434 0.603 0.297
box 40.843 3.251 -33.325 9.144 1.626 0.813 0.434 0.603 0.297
box 45.517 8.128 -26.010 6.502 2.845 6.096 0.400 0.410 0.430
box 45.517 4.877 -19.914 6.502 3.251 11.786 0.400 0.410 0.430
box 44.704 4.877 -13.005 0.813 3.251 4.877 0.400 0.410 0.430
box 44.704 1.626 -13.005 0.813 3.251 1.829 0.400 0.410 0.430
box 44.704 4.648 -11.176 0.813 0.229 1.422 0.400 0.410 0.430
box 44.704 1.626 -9.754 0.813 3.251 1.626 0.400 0.410 0.430
box 45.517 3.251 -14.326 6.502 1.626 6.198 0.400 0.410 0.430
box 46.101 3.251 -15.545 5.918 1.626 1.219 0.434 0.603 0.297
box 45.517 3.251 -17.882 6.502 1.626 2.337 0.400 0.410 0.430
box 46.101 3.251 -19.101 5.918 1.626 1.219 0.434 0.603 0.297
box 45.517 3.251 -26.010 6.502 1.626 4.166 0.400 0.410 0.430
box 45.923 3.251 -21.844 6.096 1.626 1.219 0.434 0.603 0.297
box 43.282 3.251 -8.128 4.267 1.626 5.690 0.434 0.603 0.297
box 39.014 4.877 -8.128 8.534 2.235 5.690 0.400 0.410 0.430
box 39.014 1.626 -8.128 8.534 1.626 5.690 0.400 0.410 0.430
box 42.062 3.251 -7.518 1.219 1.626 5.080 0.400 0.410 0.430
box 39.014 3.251 -8.128 3.048 1.626 5.690 0.400 0.410 0.430
box 40.640 0.406 -20.320 0.813 1.626 16.256 0.400 0.410 0.430
box 40.640 0.406 -35.763 0.813 1.626 10.719 0.400 0.410 0.430
box 40.843 8.128 -30.074 9.144 1.626 1.626 0.400 0.410 0.430
box 40.843 8.128 -35.763 9.144 1.626 1.626 0.400 0.410 0.430
box 43.332 3.251 -28.042 6.655 1.422 2.032 0.400 0.410 0.430
box 41.910 3.251 -28.202 1.422 1.422 1.990 0.400 0.410 0.430
box 40.843 3.251 -28.042 1.067 1.422 2.032 0.400 0.410 0.430
box 43.332 1.626 -35.763 6.655 1.626 9.754 0.400 0.410 0.430
box 41.910 1.626 -35.763 1.422 1.626 9.550 0.400 0.410 0.430
box 40.843 1.626 -35.763 1.067 1.626 9.754 0.400 0.410 0.430
box 45.517 1.626 -19.914 6.502 1.626 11.786 0.400 0.410 0.430
box 45.517 1.626 -26.010 6.502 1.626 6.096 0.400 0.410 0.430
box 45.517 3.251 -19.914 6.502 1.626 0.813 0.400 0.410 0.430
box 45.517 3.251 -20.625 6.502 1.626 0.711 0.400 0.410 0.430
box 45.517 4.877 -26.010 6.502 3.251 6.096 0.400 0.410 0.430
box 41.453 0.406 -26.010 8.941 1.016 21.946 0.434 0.603 0.297
box 41.453 1.422 -26.010 8.941 0.203 21.946 0.474 0.479 0.466
box -24.384 6.502 16.662 1.626 3.251 1.219 0.400 0.410 0.430
box -24.384 3.251 16.662 1.626 3.251 1.219 0.400 0.410 0.430
box -24.384 6.502 23.571 1.626 3.251 1.219 0.400 0.410 0.430
box -24.384 3.251 23.571 1.626 3.251 1.219 0.400 0.410 0.430
box -24.384 9.323 17.882 1.626 0.430 5.690 0.400 0.410 0.430
box 31.699 2.032 -8.026 7.214 3.251 5.588 0.400 0.410 0.430
box 33.122 5.283 -8.026 0.914 3.251 5.588 0.434 0.603 0.297
box 31.699 5.283 -8.026 1.016 3.251 5.588 0.400 0.410 0.430
box 32.715 6.502 -8.026 0.406 2.032 5.588 0.559 0.611 0.603
box 34.036 5.283 -8.026 0.813 1.321 5.588 0.559 0.611 0.603
box 34.036 7.823 -8.026 0.813 0.711 5.588 0.559 0.611 0.603
box 37.186 6.401 -8.026 0.406 2.134 5.588 0.559 0.611 0.603
box 34.849 5.283 -8.026 2.337 3.251 5.588 0.434 0.603 0.297
box 37.186 5.283 -8.026 0.406 0.305 5.588 0.559 0.611 0.603
box 34.036 6.604 -7.722 0.813 1.219 5.283 0.559 0.611 0.603
box 32.715 5.283 -7.823 0.406 1.219 5.385 0.559 0.611 0.603
box 37.186 5.588 -7.823 0.406 0.813 5.385 0.559 0.611 0.603
box 37.592 5.283 -8.026 1.321 3.251 5.588 0.434 0.603 0.297
box 39.014 -2.642 -4.064 0.813 3.251 2.032 0.400 0.410 0.430
box 39.014 -5.486 -4.064 0.813 2.845 2.032 0.400 0.410 0.430
box 33.325 -5.486 -4.064 0.813 2.845 2.032 0.400 0.410 0.430
box 33.325 -2.642 -4.064 0.813 3.251 2.032 0.400 0.410 0.430
box 34.138 0.000 -4.064 2.438 0.610 2.032 0.400 0.410 0.430
box 36.576 0.000 -4.064 2.438 0.610 2.032 0.400 0.410 0.430
box 28.550 3.251 -51.206 0.813 1.321 4.877 0.559 0.611 0.603
box 29.362 3.251 -51.206 0.914 2.540 4.877 0.434 0.603 0.297
box 30.277 4.470 -51.206 0.406 1.321 4.877 0.559 0.611 0.603
box 30.683 3.251 -51.206 1.016 2.540 4.877 0.434 0.603 0.297
box 22.758 0.000 -51.206 8.941 3.251 4.877 0.400 0.410 0.430
box 22.758 3.251 -51.206 5.791 2.540 4.877 0.559 0.611 0.603
box 30.277 3.251 -51.003 0.406 1.219 4.674 0.559 0.611 0.603
box 28.550 4.572 -50.902 0.813 1.219 4.572 0.559 0.611 0.603
box 28.042 4.674 -39.014 2.438 1.219 8.128 0.434 0.603 0.297
box 30.886 4.674 -39.014 1.016 1.219 8.128 0.434 0.603 0.297
box 25.197 4.674 -39.014 2.438 1.219 8.128 0.434 0.603 0.297
box 23.774 3.861 -39.014 8.128 0.813 8.128 0.559 0.611 0.603
box 23.774 3.251 -39.014 8.128 0.610 8.128 0.559 0.611 0.603
box 23.774 1.219 -39.014 0.813 2.032 8.128 0.559 0.611 0.603
box 23.774 0.000 -39.014 8.128 1.219 8.128 0.559 0.611 0.603
box 25.806 1.219 -39.014 4.064 2.032 8.128 0.434 0.603 0.297
box 31.090 1.219 -39.014 0.813 2.032 8.128 0.434 0.603 0.297
box 29.870 1.219 -39.014 1.219 2.032 8.128 0.559 0.611 0.603
box 24.587 1.219 -39.014 1.219 2.032 8.128 0.559 0.611 0.603
box 23.774 5.893 -39.014 8.128 1.219 8.128 0.400 0.410 0.430
box 24.790 4.674 -39.014 0.406 1.219 7.722 0.559 0.611 0.603
box 27.635 4.674 -39.014 0.406 1.219 7.722 0.559 0.611 0.603
box 30.480 4.674 -39.014 0.406 1.219 7.722 0.559 0.611 0.603
box 23.774 4.674 -39.014 1.016 1.219 8.128 0.400 0.410 0.430
